NAME,NTEE1,"Full Address",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"ALFRED V ERNEST FOUNDATION INC",T,"1431 RIVERPLACE BLVD APT 1209 JACKSONVILLE, FL 32207",30.319397,-81.654906,1,rooftop,1431,"Riverplace Blvd",Apt,1209,Jacksonville,FL,"Duval County",32207,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"621 DRYSDALE DR ORANGE PARK, FL 32065",30.185574,-81.852343,1,rooftop,621,"Drysdale Dr",,,"Orange Park",FL,"Clay County",32065,US,"Clay County"
"NATIONAL ASSOCIATION OF CHARITABLE GIFT PLANNERS",T,"1910 SAN MARCO BLVD JACKSONVILLE, FL 32207",30.304142,-81.656507,1,rooftop,1910,"San Marco Blvd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"PILOT CLUB OF JACKSONVILLE",S,"PO BOX 56915 JACKSONVILLE, FL 32241",30.389438,-81.680806,0.5,place,56915,"PO Box",,,Jacksonville,FL,"Duval County",32241,US,"TIGER/Line® dataset from the US Census Bureau"
"C C THOMAS MEMORIAL FUND",T,"PO BOX 40200 FL9-300-01-16 JACKSONVILLE, FL 32203",30.353822,-81.648976,0.8,nearest_rooftop_match,301,"E 16th St",,,Jacksonville,FL,"Duval County",32206,US," Loveland"
"ALWINELL FOUNDATION OF CHARLOTTE",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"ELLEN D COOPER TR UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"WILLIAM A SMITH TR UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"THE T A AND MOLLIE P BROOKS TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"C C BEAM TRUST FUND UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"JOHN A TIMBERLAKE TRUST NC NATL BANK TTEE",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TR U A FRANK P GRAHAM",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"DONALD & GRACE EDGAR MEMORIAL FUND TRUST UA",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TUW JACK & DOROTHY LIPMAN CHA",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"H J MUNNERLYN RESIDUARY CHAR TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"MUNNERLYN ETAL",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"MUNNERLYN CHARITABLE TRUST UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"NOLA B BLACKWELDER TR UA 04-05-90 FBO LUTHERAN SERVICES INC",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"CHARLES H BLAKE CHARITABLE TR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"JEAN H REICH RESIDUARY TR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"THE JESSE DAVID BUNDY AND KATIE B BUNDY SCHOLARSHIP TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"ANNA ROSE OUTLAND TRUST UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"OLA B HUNTER FBO CHARITIES TRUST UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"J J BARRETT FBO ST ANNS SUC TR UA",S,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"ALICE F CLARK TRUST 4001047-2 C & NATIONAL BANK OF SC",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"MILLIE MINNICK POW MEMORIAL FUND",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"DOROTHY HOOPER BEATTIE FOUNDATION",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"EDWARD B TIMMONS JR CHARITABLE TR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"BETTER BUSINESS BUREAU OF THE COASTAL EMPIRE INC",S,"4417 BEACH BLVD JACKSONVILLE, FL 32207",30.299468,-81.620147,1,rooftop,4417,"Beach Blvd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"BROTHERHOOD OF RAILROAD SIGNALMEN",W,"85205 CHERRY CREEK DR FERN BCH, FL 32034",30.591234,-81.549573,1,rooftop,85205,"Cherry Creek Dr",,,"Fernandina Beach",FL,"Nassau County",32034,US,Nassau
"FAITH FELLOWSHIP MINISTRIES INC",S,"6961 SOLOMON RD JACKSONVILLE, FL 32234",30.199676,-81.9244,1,rooftop,6961,"Solomon Rd",,,Jacksonville,FL,"Duval County",32234,US,Duval
"GILLESPIE FAMILY CEMETERY INC",Y,"125 FLEET LANDING BLVD ATLANTIC BCH, FL 32233",30.349887,-81.410754,1,rooftop,125,"Fleet Landing Blvd",,,"Atlantic Beach",FL,"Duval County",32233,US,Duval
"NATIONAL ASSOCIATION OF RETIRED & VETERAN RAILWAY EMPLOYEES",W,"10817 OLD GAINESVILLE RD JACKSONVILLE, FL 32221",30.27466,-81.841672,1,rooftop,10817,"Old Gainesville Rd",,,Jacksonville,FL,"Duval County",32221,US,Duval
"TR U I 3 W O NANNIE WESTMORELAND",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"CALLIE HILL FREEMAN TR 4193C",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"SABEL FOUNDATION INC",T,"11555 CENTRAL PARKWAY JACKSONVILLE, FL 32224",30.281905,-81.51919,1,rooftop,11555,"Central Pkwy",,,Jacksonville,FL,"Duval County",32224,US,Duval
"TR U W MARGUERITE W SALINAS",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"THOMAS C BURKE FOUNDATION",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"HOWARD Y LANKFORD TR UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"BEN F & HUGH BURGESS TRUST FUND 8432",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"WILLIAM HARLEY TR ITME XI UW FBO RENA B & MYRTLE C HARLEY",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"NELL W BABB TRUST UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"OWEN F MCEACHIN FOUNDATION",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"VIVIAN FLYNN ALMAND TUW 5375 BANK SOUTH NA PERSONAL TRUST DEPT",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"FLORENCE H MAXWELL FOUNDATION UA 09-25-81",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TR U W C A & J A PARSONS FUND",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TUW WESLEY SMITH CHARITABLE TR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"FREE & ACCEPTED MASONS OF FLORIDA",Y,"PO BOX 10338 JACKSONVILLE, FL 32247",30.389438,-81.680806,0.5,place,10338,"PO Box",,,Jacksonville,FL,"Duval County",32247,US,"TIGER/Line® dataset from the US Census Bureau"
"STATE CHARTERED CREDIT UNIONS IN FLORIDA",W,"637 N LEE ST JACKSONVILLE, FL 32204",30.333561,-81.667955,1,rooftop,637,"Lee St N",,,Jacksonville,FL,"Duval County",32204,US,Duval
"EVERGREEN CEMETERY ASSN",Y,"4535 N MAIN ST JACKSONVILLE, FL 32206",30.366742,-81.651199,1,rooftop,4535,"Main St N",,,Jacksonville,FL,"Duval County",32206,US,Duval
"121 FINANCIAL CREDIT UNION",W,"701 RIVERSIDE PARK PLACE JACKSONVILLE, FL 32204",30.316541,-81.678307,1,rooftop,701,"Riverside Park Pl",,,Jacksonville,FL,"Duval County",32204,US,Duval
"JACKSONVILLE REGIONAL CHAMBER OF COMMERCE INC",S,"3 INDEPENDENT DR JACKSONVILLE, FL 32202",30.32523,-81.65816,1,rooftop,3,"Independent Dr",,,Jacksonville,FL,"Duval County",32202,US,Statewide2
"JACKSONVILLE LODGE NO 455 LOYAL ORDER OF MOOSE",S,"3834 SOUTHSIDE BLVD JACKSONVILLE, FL 32216",30.277167,-81.559746,1,rooftop,3834,"Southside Blvd",,,Jacksonville,FL,"Duval County",32216,US,Duval
"STATE CHARTERED CREDIT UNIONS IN FLORIDA",W,"1820 ROGERO RD JACKSONVILLE, FL 32211",30.341109,-81.58955,1,rooftop,1820,"Rogero Rd",,,Jacksonville,FL,"Duval County",32211,US,Duval
"FREE & ACCEPTED MASONS OF FLORIDA MOST WORSHIPFUL GRAND LODGE",Y,"PO BOX 1020 JACKSONVILLE, FL 32201",30.389438,-81.680806,0.5,place,1020,"PO Box",,,Jacksonville,FL,"Duval County",32201,US,"TIGER/Line® dataset from the US Census Bureau"
"FREE & ACCEPTED MASON OF FLORIDA",Y,"1011 ROSSELLE ST JACKSONVILLE, FL 32204",30.320438,-81.679629,1,rooftop,1011,"Rosselle St",,,Jacksonville,FL,"Duval County",32204,US,Duval
"ROTARY INTERNATIONAL",S,"PO BOX 37028 JACKSONVILLE, FL 32236",30.389438,-81.680806,0.5,place,37028,"PO Box",,,Jacksonville,FL,"Duval County",32236,US,"TIGER/Line® dataset from the US Census Bureau"
"FREE & ACCEPTED MASONS OF FLORIDA",Y,"PO BOX 16052 JACKSONVILLE, FL 32245",30.389438,-81.680806,0.5,place,16052,"PO Box",,,Jacksonville,FL,"Duval County",32245,US,"TIGER/Line® dataset from the US Census Bureau"
"FREE & ACCEPTED MASONS OF FLORIDA",Y,"25 E 1ST ST JACKSONVILLE, FL 32206",30.336754,-81.654072,1,rooftop,25,"1st St E",,,Jacksonville,FL,"Duval County",32206,US,Duval
"FREE & ACCEPTED MASONS OF FLORIDA",Y,"5700 COLCORD AVE JACKSONVILLE, FL 32211",30.326447,-81.602016,1,rooftop,5700,"Colcord Ave",,,Jacksonville,FL,"Duval County",32211,US,Duval
"ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SO JURIS USA",Y,"965 HUBBARD ST JACKSONVILLE, FL 32206",30.334564,-81.65279,1,rooftop,965,"Hubbard St",,,Jacksonville,FL,"Duval County",32206,US,Duval
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION NORTH FLORIDA CHAPTER",W,"4951 RICHARD ST A JACKSONVILLE, FL 32207",30.270595,-81.615131,1,rooftop,4951,"Richard St",,,Jacksonville,FL,"Duval County",32207,US,Duval
"JUNIOR LEAGUE OF JACKSONVILLE INC",S,"2165 PARK ST JACKSONVILLE, FL 32204",30.313386,-81.684659,1,rooftop,2165,"Park St",,,Jacksonville,FL,"Duval County",32204,US,Duval
"AMERICAN LEGION",W,"3662 SPRING PARK RD JACKSONVILLE, FL 32207",30.289363,-81.625396,1,rooftop,3662,"Spring Park Rd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"AMERICAN LEGION",W,"5443 SAN JUAN AVE JACKSONVILLE, FL 32210",30.282398,-81.739254,1,rooftop,5443,"San Juan Ave",,,Jacksonville,FL,"Duval County",32210,US,Duval
"UNITED WAY OF NORTHEAST FLORIDA INC",T,"40 E ADAMS ST STE 200 JACKSONVILLE, FL 32202",30.327319,-81.656669,1,rooftop,40,"Adams St E",Ste,200,Jacksonville,FL,"Duval County",32202,US,Duval
"JEWISH FEDERATION OF JACKSONVILLE INC",T,"8505 SAN JOSE BLVD JACKSONVILLE, FL 32217",30.226067,-81.615098,1,rooftop,8505,"San Jose Blvd",,,Jacksonville,FL,"Duval County",32217,US,Duval
"STATE CHARTERED CREDIT UNIONS IN FLORIDA",W,"76 S LAURA STREET JACKSONVILLE, FL 32202",30.325847,-81.660012,1,rooftop,76,"Laura St S",,,Jacksonville,FL,"Duval County",32202,US,Duval
"RIVERSIDE WOMANS CLUB OF JACKSONVILLE",S,"810 MARGARET ST JACKSONVILLE, FL 32204",30.31782,-81.682788,1,rooftop,810,"Margaret St",,,Jacksonville,FL,"Duval County",32204,US,Duval
"STATE CHARTERED CREDIT UNIONS IN FLORIDA",W,"500 W 1ST ST JACKSONVILLE, FL 32202",30.33773,-81.663078,1,rooftop,500,"1st St W",,,Jacksonville,FL,"Duval County",32202,US,Duval
"ROTARY INTERNATIONAL",S,"PO BOX 47546 JACKSONVILLE, FL 32247",30.389438,-81.680806,0.5,place,47546,"PO Box",,,Jacksonville,FL,"Duval County",32247,US,"TIGER/Line® dataset from the US Census Bureau"
"FREE & ACCEPTED MASONS OF FLORIDA",Y,"2620 DEAN RD JACKSONVILLE, FL 32216",30.276636,-81.592765,1,rooftop,2620,"Dean Rd",,,Jacksonville,FL,"Duval County",32216,US,Duval
"KIWANIS INTERNATIONAL INC",S,"PO BOX 50504 JAX BCH, FL 32240",30.34494,-81.683107,0.5,place,50504,"PO Box",,,"Jacksonville Beach",FL,"Duval County",32240,US,"TIGER/Line® dataset from the US Census Bureau"
"MOST WORSHIPFUL UNION GRND LODGE MOST ANCIENT & HON FRAT FREE &",Y,"PO BOX 52657 JACKSONVILLE, FL 32201",30.389438,-81.680806,0.5,place,52657,"PO Box",,,Jacksonville,FL,"Duval County",32201,US,"TIGER/Line® dataset from the US Census Bureau"
"JACKSONVILLE BEACH LODGE NO 1558 LOYAL ORDER OF MOOSE",S,"805 1ST AVENUE N JACKSONVILLE BEACH, FL 32250",30.289362,-81.398176,1,rooftop,805,"N 1st Ave",,,"Jacksonville Beach",FL,"Duval County",32250,US," Loveland"
"FREE & ACCEPTED MASONS OF FLORIDA",Y,"3421 UNIVERSITY BLVD N JACKSONVILLE, FL 32277",30.36107,-81.605318,1,rooftop,3421,"University Blvd N",,,Jacksonville,FL,"Duval County",32277,US,Duval
"FLEET RESERVE CLUB OF JACKSONVILLE FLORIDA INC",W,"5391 COLLINS RD JACKSONVILLE, FL 32244",30.200108,-81.719063,1,rooftop,5391,"Collins Rd",,,Jacksonville,FL,"Duval County",32244,US,Duval
"INTERNATIONAL ASSOCIATION OF LIONS CLUBS",S,"6523 COMMERCE ST JACKSONVILLE, FL 32211",30.334978,-81.591796,1,rooftop,6523,"Commerce St",,,Jacksonville,FL,"Duval County",32211,US,Duval
"ARLINGTON WOMANS CLUB",S,"4251 MONUMENT RD JACKSONVILLE, FL 32225",30.376792,-81.502045,1,rooftop,4251,"Monument Rd",,,Jacksonville,FL,"Duval County",32225,US,Duval
"TWIN HILLS CIVIC ASSOCIATION",S,"2754 ANCHOR RD MIDDLEBURG, FL 32068",30.051152,-81.881861,1,rooftop,2754,"Anchor Rd",,,Middleburg,FL,"Clay County",32068,US,"Clay County Property Appraisers Office"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA",S,"1855 WEST RD JACKSONVILLE, FL 32216",30.288531,-81.586662,1,rooftop,1855,"West Rd",,,Jacksonville,FL,"Duval County",32216,US,Duval
"BEACHWOOD CIVIC ASSOCIATION",S,"PO BOX 177385 JACKSONVILLE, FL 32245",30.34494,-81.683107,0.5,place,177385,"PO Box",,,Jacksonville,FL,"Duval County",32245,US,"TIGER/Line® dataset from the US Census Bureau"
"TINE W DAVIS FAMILY - WD CHARITIES",T,"4446-1A HENDRICKS AVE STE 226 JACKSONVILLE, FL 32207",30.288656,-81.719352,0.59,nearest_rooftop_match,4447,"St Johns 1st Ave",Ste,226,Jacksonville,FL,"Duval County",32210,US," Loveland"
"BI-LO HOLDINGS FOUNDATION INC",T,"8928 PROMINENCE PARKWAY NO 200 JACKSONVILLE, FL 32256",30.213856,-81.57261,1,rooftop,8928,"Prominence Pkwy",,200,Jacksonville,FL,"Duval County",32256,US,Duval
"KIWANIS INTERNATIONAL INC",S,"5510 MILMAR CIR JACKSONVILLE, FL 32207",30.306632,-81.608225,1,rooftop,5510,"Milmar Cir",,,Jacksonville,FL,"Duval County",32207,US,Duval
"AMERICAN LEGION",W,"1151 4TH ST S JACKSONVILLE, FL 32250",30.277095,-81.390573,1,rooftop,1151,"4th St S",,,"Jacksonville Beach",FL,"Duval County",32250,US,Duval
"J W SCHIPPMANN FOUNDATION",T,"1515 RIVERSIDE AVENUE SUITE A JACKSONVILLE, FL 32204",30.312491,-81.678061,1,rooftop,1515,"Riverside Ave",Ste,A,Jacksonville,FL,"Duval County",32204,US,Duval
"FREE & ACCEPTED MASONS OF FLORIDA",Y,"1225 MCDUFF AVE S JACKSONVILLE, FL 32205",30.307556,-81.702914,1,rooftop,1225,"McDuff Ave S",,,Jacksonville,FL,"Duval County",32205,US,Duval
"CHARITY INCORPORATED",T,"PO BOX 447 JACKSONVILLE, FL 32201",30.389438,-81.680806,0.5,place,447,"PO Box",,,Jacksonville,FL,"Duval County",32201,US,"TIGER/Line® dataset from the US Census Bureau"
"FRANCIS & MIRANDA CHILDRESS FOUNDATION INC",T,"10627 SW 65TH AVE GAINESVILLE, FL 32608",29.590279,-82.455946,1,rooftop,10627,"SW 65th Ave",,,Gainesville,FL,"Alachua County",32608,US,Alachua
"SCHULTZ FOUNDATION INC",T,"118 WEST ADAMS STREET SUITE 600 JACKSONVILLE, FL 32202",30.327829,-81.659603,1,rooftop,118,"Adams St W",Ste,600,Jacksonville,FL,"Duval County",32202,US,Duval
"GENERAL FEDERATION OF WOMENS CLUB",S,"PO BOX 50203 JAX BCH, FL 32240",30.34494,-81.683107,0.5,place,50203,"PO Box",,,"Jacksonville Beach",FL,"Duval County",32240,US,"TIGER/Line® dataset from the US Census Bureau"
"FRA CLUB 290 INC",W,"390 MAYPORT RD ATLANTIC BCH, FL 32233",30.327185,-81.41917,1,rooftop,390,"Mayport Rd",,,"Atlantic Beach",FL,"Duval County",32233,US,Duval
"NORTH-CENTRAL FLORIDA OPERATING ENGINEERS JATC FUND",T,"8366 DEVOE ST JACKSONVILLE, FL 32220",30.315674,-81.790209,1,rooftop,8366,"Devoe St",,,Jacksonville,FL,"Duval County",32220,US,Duval
"JACKSONVILLE BEACHES LIONS CLUB INC",S,"PO BOX 50555 JAX BCH, FL 32240",30.34494,-81.683107,0.5,place,50555,"PO Box",,,"Jacksonville Beach",FL,"Duval County",32240,US,"TIGER/Line® dataset from the US Census Bureau"
"NORTHEAST FLORIDA INTERGROUP SERVICES INC",T,"3128 BEACH BLVD JACKSONVILLE, FL 32207",30.304308,-81.633065,1,rooftop,3128,"Beach Blvd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"JACKSONVILLE PIPING PROMOTION TRUST",T,"489 STEVENS ST JACKSONVILLE, FL 32254",30.319504,-81.738797,1,rooftop,489,"Stevens St",,,Jacksonville,FL,"Duval County",32254,US,Duval
"ALFRED I DUPONT FOUNDATION",T,"10140 CENTURION PKWY N JACKSONVILLE, FL 32256",30.243149,-81.547242,1,rooftop,10140,"Centurion Pkwy N",,,Jacksonville,FL,"Duval County",32256,US,Duval
"ROTARY INTERNATIONAL",S,"PO BOX 382055 JACKSONVILLE, FL 32238",30.389438,-81.680806,0.5,place,382055,"PO Box",,,Jacksonville,FL,"Duval County",32238,US,"TIGER/Line® dataset from the US Census Bureau"
"LAKE SHORE LODGE NO 2020 LOYAL ORDER OF MOOSE",S,"5051 COLLINS RD JACKSONVILLE, FL 32244",30.194023,-81.715004,1,rooftop,5051,"Collins Rd",,,Jacksonville,FL,"Duval County",32244,US,Duval
"MANDARIN LODGE NO 42 LOYAL ORDER OF MOOSE",S,"4450 LOSCO RD JACKSONVILLE, FL 32257",30.170586,-81.597406,1,rooftop,4450,"Losco Rd",,,Jacksonville,FL,"Duval County",32257,US,Duval
"LAKE SHORE WOMENS CLUB",S,"2352 LAKE SHORE BLVD JACKSONVILLE, FL 32210",30.275761,-81.734423,1,rooftop,2352,"Lake Shore Blvd",,,Jacksonville,FL,"Duval County",32210,US,Duval
"FRATERNAL ORDER OF POLICE",Y,"5530 BEACH BLVD JACKSONVILLE, FL 32207",30.293535,-81.60745,1,rooftop,5530,"Beach Blvd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"ROTARY INTERNATIONAL",S,"PO BOX 23376 JACKSONVILLE, FL 32241",30.389438,-81.680806,0.5,place,23376,"PO Box",,,Jacksonville,FL,"Duval County",32241,US,"TIGER/Line® dataset from the US Census Bureau"
"NORTH JACKSONVILLE FELLOWSHIP",S,"10310 LEM TURNER RD JACKSONVILLE, FL 32218",30.422869,-81.696221,1,rooftop,10310,"Lem Turner Rd",,,Jacksonville,FL,"Duval County",32218,US,Duval
"FREE & ACCEPTED MASONS OF FLORIDA",Y,"1809 HOME AVE SEBRING, FL 33870",27.513077,-81.453225,1,rooftop,1809,"Home Ave",,,Sebring,FL,"Highlands County",33870,US,"Highlands County, FL"
"FREE & ACCEPTED MASONS OF FLORIDA",Y,"1237 MCDUFF AVE S JACKSONVILLE, FL 32205",30.307276,-81.702505,1,rooftop,1237,"McDuff Ave S",,,Jacksonville,FL,"Duval County",32205,US,Duval
"SAN MARCO PRESERVATION SOCIETY INC",T,"1652 ATLANTIC BLVD JACKSONVILLE, FL 32207",30.305704,-81.650309,1,rooftop,1652,"Atlantic Blvd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"VETERANS OF FOREIGN WARS OF THE US DEPT OF FLORIDA AUXILIARY",W,"915 8TH AVE S JAX BCH, FL 32250",30.279954,-81.397246,1,rooftop,915,"8th Ave S",,,"Jacksonville Beach",FL,"Duval County",32250,US,Duval
"LEADERSHIP JACKSONVILLE INC",W,"40 E ADAMS ST STE 230 JACKSONVILLE, FL 32202",30.327319,-81.656669,1,rooftop,40,"Adams St E",Ste,230,Jacksonville,FL,"Duval County",32202,US,Duval
"AMERCIAN LEGION",W,"1127 ATLANTIC BLVD ATLANTIC BCH, FL 32233",30.324983,-81.421386,1,rooftop,1127,"Atlantic Blvd",,,"Atlantic Beach",FL,"Duval County",32233,US,Duval
"HALLMARK COUNCIL NO 3 ROYAL AND SELECT MASTERS",Y,"1237 MCDUFF AVE S JACKSONVILLE, FL 32205",30.307276,-81.702505,1,rooftop,1237,"McDuff Ave S",,,Jacksonville,FL,"Duval County",32205,US,Duval
"ROYAL ARCH MASONS OF FLORIDA",Y,"1237 MCDUFF AVE S JACKSONVILLE, FL 32205",30.307276,-81.702505,1,rooftop,1237,"McDuff Ave S",,,Jacksonville,FL,"Duval County",32205,US,Duval
